coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
EFL,2014-03-26,2014-03-20,ElectronicGulden,1,53,2,1,36,36,0,0.01746032,0.001837861,0.001840493,0.0001899951,2.178982e-05,0.0001900229,2.178982e-05,0.0,3,1.191881e-05,1.012219e-05,3.570625e-05,3.347738e-05
XRP,2013-08-04,2013-04-18,sron,1,64,3,223,22,14,8,0.4112554,0.01794943,0.01815812,0.001184974,0.0001776611,0.00118599,0.0001776691,20.5,3,6.107294e-05,5.26403e-05,0.000120483,0.0001093292
UNIT,2015-05-07,2014-05-08,XertroV,1,35,4,597,16,6,10,0.225,0.00164166,0.001645278,0.0001445412,2.508872e-05,0.0001445589,2.508891e-05,62.16667,3,5.000946e-06,4.390648e-06,9.86485e-06,9.436576e-06
SANDG,2015-10-12,2015-06-17,crunck,1,303,11,384,131,65,66,0.05283244,0.001089403,0.001090444,8.515636e-05,1.774291e-05,8.516186e-05,1.774297e-05,431923.1,4,2.979786e-05,2.605278e-05,8.870355e-05,8.298673e-05
MARYJ,2014-10-04,2014-09-30,kryptologist,1,357,1,199,70,5,65,0.02898551,0.001293359,0.001295284,0.000103827,1.986666e-05,0.0001038333,1.986675e-05,369.6885,5,1.011083e-06,9.217909e-07,3.87342e-06,3.801851e-06
ANC,2013-07-14,2013-06-11,eddyfitz,1,203,2,35,22,0,22,0.1948052,0.01249676,0.01267599,7.628347e-05,0.0001167574,7.628347e-05,0.000116763,0.0,inf,4.015109e-06,3.631744e-06,1.519789e-05,1.492295e-05
ANI,2014-02-28,2014-01-20,ani-chan,1,40,2,12,17,16,1,0.02941176,0.003841356,0.003854609,0.0003550426,4.631286e-05,0.0003551405,4.631331e-05,11797.19,4,8.305241e-06,7.618097e-06,2.76183e-05,2.725968e-05
NVC,2013-04-28,2013-02-12,xorxor,1,257,6,42,39,33,6,0.2672673,0.02511958,0.02596844,0.00141681,0.000258275,0.001418968,0.0002583128,2783.5,3,0.0001623156,0.0001512241,0.0003382908,0.0003257747
FRSH,2014-08-22,2014-10-09,melt7777,1,1,1,187,73,72,1,0.00304414,0.001278551,0.001279861,0.000102846,1.973955e-05,0.0001028546,1.973961e-05,100932.3,3,2.203379e-05,1.969049e-05,6.315677e-05,6.057894e-05
JLH,2014-07-23,2014-07-19,EvilDave,1,460,3,215,140,27,113,0.08956313,0.001458218,0.001460541,0.000113464,2.165139e-05,0.0001134733,2.165149e-05,74937.85,4,6.355393e-06,5.2814e-06,1.912019e-05,1.686568e-05
BCN,2014-06-17,2013-04-03,Gerco,1,27,1,39,4,2,2,0.5,0.02315748,0.02360374,0.001275992,0.0002046608,0.001277705,0.0002046776,0.0,4,9.907802e-06,8.579926e-06,3.215839e-05,3.059116e-05
COV,2015-04-21,2015-04-20,CovenDev,1,17,2,1,34,34,0,0.02139037,0.001120766,0.001121835,8.913226e-05,1.362583e-05,8.913831e-05,1.362583e-05,0.0,4,1.155624e-05,1.107501e-05,3.443316e-05,3.509317e-05
CHIP,2015-08-04,2013-06-07,Bicknellski,1,280,10,152,83,25,58,0.2087912,0.01255797,0.01272432,0.000868084,0.0001182231,0.0008686182,0.000118228,19777.01,3,6.414314e-05,5.22771e-05,0.0001403291,0.0001239038
DVC,2013-04-28,2012-10-14,pyra-proxy,1,143,3,7,3,1,2,0.6666667,0.02855482,0.0292747,0.001484704,0.0002871192,0.001486704,0.0002871477,0.0,4,1.052254e-05,9.246164e-06,3.629983e-05,3.511698e-05
BCX,2014-01-31,2014-01-12,jackofall1232,1,145,15,175,110,106,4,0.04926945,0.003803789,0.003820002,0.0003631184,4.898891e-05,0.0003632058,4.89896e-05,266.154,3,5.767453e-05,5.093141e-05,0.0001421607,0.0001323027
BCY,2015-09-14,2015-02-17,hnin,1,68,3,1,8,8,0,0.0,0.001152954,0.001154126,9.274064e-05,1.396765e-05,9.27481e-05,1.396765e-05,0.0,3,1.367542e-06,1.266493e-06,4.119629e-06,4.007066e-06
ETH,2015-08-07,2014-01-24,Vitalik Buterin,1,101,7,979,120,65,55,0.135868,0.003391968,0.003403713,0.0003200943,4.291381e-05,0.0003202,4.29143e-05,53978.09,3,0.0001019394,0.0001130312,0.0001533139,0.0001674746
COL,2013-12-01,2013-08-23,muddafudda,1,854,30,119,442,284,158,0.1020551,0.00965457,0.009759854,0.0007777586,9.508844e-05,0.0007783895,9.50914e-05,565023.5,3,0.0002848862,0.0003104053,0.0007815883,0.0008915631
BCR,2015-03-29,2014-01-13,clackersmaracas,1,39,9,1,17,17,0,0.03676471,0.003700335,0.003717267,0.0003633169,3.464163e-05,0.0003634659,3.464163e-05,0.0,4,1.174585e-05,1.0673e-05,3.300941e-05,3.278754e-05
CON,2015-02-15,2013-05-25,Blue_oxen,1,39,3,24,19,13,6,0.2418301,0.01348855,0.01372689,0.0009230988,0.0001248152,0.0009238976,0.000124823,10.81111,3,2.656919e-05,2.165119e-05,6.971072e-05,6.287217e-05
CASH,2014-02-27,2012-01-25,Yankee (BitInstant),1,903,49,227,183,85,98,0.1661744,0.03191246,0.03299593,0.00171705,0.0003697427,0.00171961,0.0003698001,31288.27,2,0.00106075,0.001011136,0.001490649,0.001504073
KDC,2014-02-02,2014-01-10,KlondikeCoin,1,144,11,1,19,19,0,0.02339181,0.003606039,0.003617037,0.0003602774,3.545094e-05,0.0003603387,3.545094e-05,0.0,4,9.506022e-06,7.738048e-06,3.254849e-05,2.891941e-05
VRC,2014-05-16,2014-05-10,effectsToCause,1,76,1,1,7,7,0,0.0,0.001635042,0.001637286,0.0001426437,1.883842e-05,0.0001426531,1.883842e-05,0.0,5,1.746526e-06,1.572926e-06,6.748436e-06,6.55061e-06
QORA,2014-05-26,2014-03-20,qora,1,74,1,1,7,7,0,0.04761905,0.001837532,0.001840375,0.0001899189,2.178982e-05,0.0001899503,2.178982e-05,0.0,4,2.762571e-06,2.470241e-06,9.773577e-06,9.435425e-06
C2,2014-06-08,2014-02-24,joel511,1,162,7,1,3,3,0,0.0,0.00218493,0.002189041,0.0002308998,2.417386e-05,0.000230931,2.417386e-05,0.0,3,4.154821e-06,3.434686e-06,1.137437e-05,1.098044e-05
ZS,2014-05-02,2014-04-26,CryptoGir,1,23,1,43,36,33,3,0.02857143,0.001657668,0.001660045,0.0001561593,2.615605e-05,0.0001561786,2.615619e-05,69546.67,4,5.879121e-06,5.186041e-06,2.197202e-05,2.100153e-05
SRC,2013-09-28,2013-07-08,baritus,1,610,39,57,838,762,76,0.03160847,0.0116899,0.01184882,0.0008721419,0.0001052347,0.0008729442,0.0001052383,896762.0,3,0.0009096345,0.001021562,0.002427917,0.002866458
FAIR,2014-03-22,2013-05-14,Milkshake,1,108,6,84,148,131,17,0.09333722,0.01394976,0.01413828,0.0009797189,0.0001359492,0.0009802622,0.0001359538,24057.75,3,0.0003392771,0.0002771131,0.0008653758,0.0007752764
DIME,2014-01-06,2013-12-24,dimecoin,1,155,20,1,18,18,0,0.03921569,0.0044417,0.004458576,0.0004790729,4.182176e-05,0.0004792597,4.182176e-05,0.0,3,2.080572e-05,1.819414e-05,6.44828e-05,6.159558e-05
CC,2015-04-03,2013-04-19,blastbob,1,927,34,12,25,11,14,0.1433333,0.01846461,0.0187867,0.001162296,0.0001752574,0.001163654,0.00017527,8302.61,3,6.927412e-05,5.700694e-05,0.0001441629,0.0001317282
XMG,2014-09-24,2014-08-13,joelao95,1,246,3,219,27,22,5,0.04558405,0.001414052,0.001415607,0.0001117514,2.09799e-05,0.0001117576,2.098001e-05,19571.98,4,1.632711e-05,1.495252e-05,5.204921e-05,5.104347e-05
HEX,2014-03-15,2014-02-23,Heisenbergprime,1,8,1,1,2,2,0,0.0,0.002226903,0.002231936,2.42742e-05,2.427302e-05,2.42742e-05,2.427302e-05,0.0,inf,2.388779e-06,2.180592e-06,9.567892e-06,9.408092e-06
CF,2015-04-21,2015-03-31,niitassin,1,84,9,40,45,42,3,0.05151515,0.001131037,0.001132606,9.056825e-05,1.819014e-05,9.057765e-05,1.81902e-05,203.05,4,4.098796e-06,4.269086e-06,1.268322e-05,1.382658e-05
COMM,2014-04-15,2013-08-25,CaptChadd,1,914,40,416,325,261,64,0.08572045,0.009758307,0.009865559,0.0007754511,9.486276e-05,0.0007760334,9.486504e-05,171327.4,3,0.0005141478,0.0005055993,0.001230537,0.00127214
CS,2015-08-04,2014-06-17,HYPERfuture,1,662,15,23,166,156,10,0.01473889,0.001543339,0.001545616,0.0001246876,2.275958e-05,0.0001246966,2.275968e-05,1334591.0,4,0.0001217398,0.0001091065,0.0003891974,0.0003763808
IEC,2015-04-29,2014-07-26,CorruptoFoundation,1,20,1,3,41,40,1,0.01585366,0.001446757,0.001448476,0.0001122384,1.63348e-05,0.0001122502,1.63348e-05,175.2383,4,1.087396e-05,9.625205e-06,3.738749e-05,3.570065e-05
LDOGE,2015-03-19,2015-06-02,heavensopen,1,0,0,30,33,30,3,0.03030303,0.001098418,0.001099323,8.606038e-05,1.781837e-05,8.606669e-05,1.781844e-05,89280.69,5,1.847461e-05,1.63636e-05,6.182264e-05,5.929671e-05
PLS,2015-10-12,2013-09-25,MicroGuy,1,1665,124,160,237,165,72,0.0754656,0.009208959,0.009304713,0.0007311711,9.026444e-05,0.0007317128,9.026705e-05,270771.3,3,0.0006404794,0.0006326607,0.00144304,0.001475469
SNRG,2015-06-08,2015-05-27,Grandpa Jones,1,159,1,1,27,27,0,0.03133903,0.001097381,0.001098345,8.637575e-05,1.343616e-05,8.638034e-05,1.343616e-05,0.0,4,1.227747e-05,1.18025e-05,3.737763e-05,3.823591e-05
UFO,2014-02-27,2014-01-06,UFO Coin,1,87,14,1,153,153,0,0.02020984,0.003891048,0.00390926,0.0003915219,3.681207e-05,0.0003916996,3.681207e-05,0.0,4,7.734327e-05,7.579143e-05,0.0002469753,0.0002589686
CANN,2014-08-02,2014-02-26,hypes,1,96,5,61,128,113,15,0.01820866,0.002159946,0.002164754,0.0002297014,3.204351e-05,0.0002297376,3.204369e-05,146036.5,4,2.631461e-05,2.401519e-05,9.358907e-05,9.148774e-05
CDN,2014-05-11,2014-03-26,5RedneX,1,2,1,1,4,4,0,0.1666667,0.001783985,0.001786461,0.0001799516,2.131605e-05,0.000179973,2.131605e-05,0.0,4,1.635973e-05,1.529222e-05,5.222131e-05,5.234298e-05
NMB,2014-09-05,2014-11-26,NimbusGames,1,0,0,1,1,0,1,0.0,0.001234954,0.001236484,1.452686e-05,1.914214e-05,1.452686e-05,1.914221e-05,0.0,inf,8.909334e-07,8.158775e-07,3.451814e-06,3.399242e-06
NMC,2013-04-28,2012-05-25,khal,1,200,14,457,73,54,19,0.1362319,0.032767,0.03406316,0.001580737,0.0003338124,0.001583624,0.0003338632,22929.58,2,0.000536807,0.0006071288,0.0008487639,0.0009080148
XXX,2014-07-03,2013-09-25,fendlestick,1,614,25,164,233,84,149,0.1306656,0.009208053,0.009306672,0.0007311081,9.02646e-05,0.0007316865,9.02672e-05,234393.5,3,0.0001344691,0.0001301753,0.0003453872,0.0003489836
LOG,2015-03-22,2014-10-23,funkenstein,1,176,6,1,12,12,0,0.07575758,0.001268517,0.001269715,0.0001021405,1.484935e-05,0.000102147,1.484935e-05,0.0,4,9.219553e-06,8.413035e-06,2.848839e-05,2.80524e-05
MNTA,2014-08-30,2014-06-16,cryptomidnight,1,107,3,1,6,6,0,0.1333333,0.001558793,0.001560892,0.0001248788,1.73596e-05,0.0001248872,1.73596e-05,0.0,5,3.828124e-06,2.938337e-06,1.181794e-05,1.007036e-05
DIG,2014-06-28,2014-05-30,yamashita,1,44,1,1,9,9,0,0.0,0.001575817,0.001577921,0.0001310732,1.787502e-05,0.0001310851,1.787502e-05,0.0,5,1.327603e-06,1.206308e-06,5.143412e-06,5.029967e-06
HYP,2014-08-09,2014-11-26,grue,1,423,8,1358,337,62,275,0.0725991,0.001236336,0.001238114,9.847161e-05,1.91419e-05,9.847863e-05,1.914198e-05,497193.7,3,0.0001574576,0.0001465208,9.981333e-05,8.993038e-05
LOT,2013-12-28,2013-05-22,Bitcoin.Greece,1,304,5,45,215,178,37,0.1031564,0.01412781,0.01433819,0.0009234464,0.0001269079,0.000924344,0.0001269142,79324.93,3,0.000360417,0.0003481445,0.001008364,0.001067217
ARCH,2014-10-06,2014-07-16,The Architects,1,39,1,8,27,23,4,0.06552707,0.001454991,0.00145666,0.0001145523,2.174209e-05,0.0001145585,2.174216e-05,28716.38,4,2.942807e-06,2.624704e-06,1.081579e-05,1.041931e-05
AIB,2015-04-30,2015-04-12,aib,1,6,1,1,2,2,0,0.0,0.001117284,0.001118251,1.366382e-05,1.366344e-05,1.366382e-05,1.366344e-05,0.0,inf,8.70463e-07,7.962408e-07,3.361768e-06,3.307492e-06
PPC,2013-04-28,2012-08-11,Sunny King,1,722,17,1,0,0,0,0.0,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0,inf,1.064383e-05,9.525925e-06,3.784354e-05,3.694103e-05
URC,2015-03-31,2015-03-24,USER211,1,19,1,1,10,10,0,0.1111111,0.001129431,0.001130492,9.097889e-05,1.376387e-05,9.098496e-05,1.376387e-05,0.0,4,1.537661e-06,1.40093e-06,5.373342e-06,5.271173e-06
SOL,2014-09-07,2014-01-08,Solcoin Project,1,95,2,1,28,28,0,0.02116402,0.003783991,0.003797254,0.0003790091,3.619123e-05,0.0003791009,3.619123e-05,0.0,4,2.322829e-05,2.128756e-05,7.269442e-05,7.193345e-05
GAP,2014-11-01,2014-06-12,j0nn9,1,68,2,1,12,12,0,0.01515152,0.001564232,0.001566218,0.0001256979,1.746237e-05,0.0001257093,1.746237e-05,0.0,4,3.938408e-06,3.429527e-06,1.248094e-05,1.176972e-05
DIBS,2015-06-24,2014-12-18,vdibs,1,10,1,1,3,3,0,1.0,0.001214429,0.00121559,9.670598e-05,1.436823e-05,9.671315e-05,1.436823e-05,0.0,4,1.536408e-06,1.377113e-06,5.294921e-06,5.129781e-06
NSR,2014-10-25,2015-02-15,drakoin,1,489,12,432,204,72,132,0.03126372,0.001157738,0.001159139,9.286635e-05,1.849609e-05,9.287169e-05,1.849615e-05,332730.3,4,2.49491e-05,2.186156e-05,7.906391e-05,7.495848e-05
UTC,2014-02-09,2013-08-25,Neo8,1,87,15,31,185,182,3,0.08070618,0.009732248,0.009854803,0.000775335,9.485986e-05,0.0007760062,9.486316e-05,23423.12,3,0.0002307636,0.0002710837,0.0006151523,0.0007539378
GOOD,2014-06-08,2013-05-06,cryptocancer,1,111,13,5,22,7,15,0.2034632,0.01516135,0.015396,0.001080198,0.0001494826,0.0010813,0.0001494903,96.40549,4,1.29436e-05,1.03085e-05,4.205018e-05,3.72173e-05
MTR,2015-03-02,2015-02-15,mprep,1,451,262,1098,119,37,82,0.04490801,0.001157553,0.001158717,9.286682e-05,1.849609e-05,9.287306e-05,1.849615e-05,177839.2,3,4.090714e-05,3.359245e-05,7.724362e-05,7.070202e-05
BRIT,2014-07-03,2013-06-01,Elwar,1,1517,116,1046,810,454,356,0.07069195,0.01311549,0.01329401,0.0008902031,0.0001205774,0.0008909606,0.0001205821,4186964.0,2,0.001786798,0.002315619,0.002437295,0.003015345
XVI,2015-07-02,2015-06-09,Viecoin,1,281,3,453,77,18,59,0.04066986,0.001091622,0.001092565,8.557766e-05,1.777917e-05,8.55822e-05,1.777924e-05,67604.53,4,4.75609e-06,4.083585e-06,1.269978e-05,1.160782e-05
007,2015-04-23,2015-04-22,007coin,1,7,1,1,32,32,0,0.07459677,0.001119545,0.001120577,8.89498e-05,1.36147e-05,8.895624e-05,1.36147e-05,0.0,4,7.120708e-06,6.250779e-06,2.260911e-05,2.140683e-05
HTML5,2014-09-19,2014-11-07,Nanite,1,0,0,1,15,15,0,0.07619048,0.001252555,0.001254037,0.0001007601,1.46968e-05,0.0001007681,1.46968e-05,0.0,4,2.091911e-06,1.90632e-06,7.268097e-06,7.132775e-06
PINK,2014-05-11,2014-05-02,bigman,1,39,3,1,19,19,0,0.04093567,0.001641565,0.001643804,0.0001481401,1.931994e-05,0.0001481592,1.931994e-05,0.0,4,3.90482e-06,3.466747e-06,1.360643e-05,1.300179e-05
NXTTY,2014-08-12,2014-12-22,Nxtblg,1,882,12,296,573,271,302,0.03357314,0.001215611,0.001217338,9.646057e-05,1.893172e-05,9.646705e-05,1.893182e-05,10029950.0,3,6.43901e-05,7.389807e-05,0.0001748389,0.0002203068
ARB,2015-05-21,2015-05-09,ARbit,1,57,1,1,8,8,0,0.1428571,0.001108097,0.001109114,8.746607e-05,1.351351e-05,8.747437e-05,1.351351e-05,0.0,5,9.192082e-07,8.390225e-07,3.512035e-06,3.449877e-06
PURE,2015-08-23,2012-07-28,Simran,1,640,71,14,44,37,7,0.2126246,0.031378,0.0328765,0.00158512,0.0003151704,0.001588489,0.0003152213,5035.75,3,0.0002981027,0.0002886356,0.0005531638,0.0005558366
SDC,2014-07-31,2014-07-19,sdcoin,1,28,2,2,15,15,0,0.03809524,0.001457274,0.001458987,0.0001134724,1.649866e-05,0.0001134818,1.649866e-05,0.0,4,2.773969e-06,2.450251e-06,7.688895e-06,7.440476e-06
ARI,2014-02-20,2014-02-08,olympicsdude,1,74,1,3,109,102,7,0.01349948,0.002659524,0.002664817,0.000280011,3.580816e-05,0.0002800618,3.580843e-05,248411.3,4,4.709472e-05,3.99966e-05,0.000168283,0.0001556852
TRUST,2014-07-10,2013-12-26,nod,1,210,12,19,173,165,8,0.01687055,0.004444777,0.004463706,0.0004555326,5.766424e-05,0.0004556796,5.766483e-05,134023.6,3,8.663399e-05,7.794884e-05,0.0002902891,0.000284482
NYAN,2014-02-09,2013-12-22,myhoho,1,169,6,889,131,45,86,0.063992,0.004815489,0.004836462,0.0004782263,6.087351e-05,0.0004783776,6.087448e-05,96677.18,3,4.798423e-05,3.988759e-05,9.849183e-05,8.761625e-05
HBN,2013-12-20,2013-07-25,thundertoe,1,219,35,779,63,39,24,0.1300899,0.01089592,0.01101171,0.0008326275,0.0001004047,0.0008333073,0.0001004073,13292.12,3,5.199318e-05,4.334157e-05,0.000121361,0.0001091621
TIX,2013-11-03,2013-09-20,bob131313,1,143,5,50,67,40,27,0.1517857,0.009276569,0.009352912,0.0007390435,9.071403e-05,0.0007394489,9.071593e-05,896.3123,3,4.671465e-05,3.700468e-05,0.0001242741,0.0001059083
PARA,2015-09-25,2014-04-26,Blackjak,1,128,11,61,27,25,2,0.05128205,0.001658143,0.001660313,0.0001561729,2.615629e-05,0.0001561914,2.615642e-05,25854.36,3,1.502983e-05,1.351781e-05,3.911122e-05,3.60741e-05
TIT,2014-08-25,2014-11-11,titcoinfoundation,1,0,0,1,2,2,0,0.0,0.001250817,0.001252425,0.0001004572,1.46619e-05,0.0001004653,1.46619e-05,0.0,4,6.976577e-06,6.794517e-06,2.02493e-05,2.068486e-05
DRS,2014-06-15,2014-05-02,Nthused,1,988,16,122,206,63,143,0.04485892,0.001642778,0.001645237,0.0001481222,2.560001e-05,0.0001481462,2.560013e-05,963583.9,3,1.899377e-05,1.76012e-05,4.730344e-05,4.529926e-05
NAN,2013-07-17,2013-07-02,xcezzz,1,64,3,20,3,0,3,0.3333333,0.01130842,0.01150173,7.095218e-05,0.0001075747,7.095218e-05,0.0001075801,0.0,inf,3.664529e-06,3.319103e-06,1.395013e-05,1.37097e-05
SOON,2015-01-28,2012-08-11,Sunny King,1,989,32,1,0,0,0,0.0,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0001794366,0.0,inf,1.064383e-05,9.525925e-06,3.784354e-05,3.694103e-05
DARK,2014-12-06,2013-12-26,wonko86,1,79,3,23,27,26,1,0.06552707,0.004441775,0.004456572,0.0004558964,4.085635e-05,0.0004560416,4.085635e-05,8.309524,4,1.473116e-05,1.307802e-05,4.385898e-05,4.252121e-05
CCN,2014-04-25,2013-08-11,hendo420,1,766,63,104,146,82,64,0.1209747,0.01002996,0.01013524,0.0008077958,9.689334e-05,0.0008084033,9.689682e-05,36049.67,3,0.0001128441,0.000100331,0.0002744725,0.0002619792
NAV,2014-06-12,2014-05-27,soopy452000,1,982,46,193,505,469,36,0.01804375,0.001590472,0.001593089,0.0001321034,2.364149e-05,0.000132119,2.364162e-05,1539694.0,4,0.0001398686,0.0001414192,0.0004144452,0.000442702
BOB,2014-08-27,2014-01-11,deeppurple72,1,373,74,195,21,12,9,0.1333333,0.003746368,0.003756747,0.0003653904,4.937875e-05,0.0003654738,4.937928e-05,24.5,4,3.186719e-06,2.777399e-06,1.174343e-05,1.115603e-05
GSM,2015-02-28,2014-06-20,smallplatf,1,261,3,317,105,100,5,0.01556777,0.001533743,0.001535307,0.000123821,2.267389e-05,0.000123829,2.2674e-05,287515.7,4,3.744969e-05,3.329046e-05,0.0001198491,0.0001153166
SHLD,2014-07-12,2014-07-09,shieldcoindevs,1,28,1,1,34,34,0,0.003565062,0.00147678,0.001478463,0.0001170338,1.673388e-05,0.0001170423,1.673388e-05,0.0,3,4.701704e-06,4.11955e-06,1.564134e-05,1.458768e-05
SHELL,2015-06-18,2015-05-09,ShellCoin,1,50,1,1,15,15,0,0.0952381,0.001108332,0.001109371,8.747072e-05,1.351351e-05,8.747641e-05,1.351351e-05,0.0,4,2.224405e-06,2.047323e-06,7.521832e-06,7.425387e-06
APEX,2014-07-18,2014-07-12,APEXcoin_Team,1,47,3,1,51,51,0,0.02196078,0.001470357,0.001471981,0.0001158036,1.665917e-05,0.0001158113,1.665917e-05,0.0,4,7.829854e-06,6.927559e-06,2.608882e-05,2.496775e-05
GIVE,2015-02-20,2013-03-14,serraz,1,203,4,11,8,2,6,0.25,0.02486766,0.02582441,0.001429331,0.0002227725,0.001430834,0.0002228008,2.0,4,1.400547e-05,1.146746e-05,5.122908e-05,4.606514e-05
CENT,2014-08-25,2013-08-08,gr33k,1,106,10,7,4,1,3,0.1666667,0.0101528,0.01026021,0.0008073662,9.731465e-05,0.0008079214,9.731813e-05,0.0,4,7.093686e-06,5.83829e-06,2.200245e-05,1.992053e-05
LYC,2014-04-11,2014-02-09,vampirecoin,1,35,3,1,13,13,0,0.06410256,0.002614733,0.002624477,0.0002741185,2.640613e-05,0.0002742073,2.640613e-05,0.0,4,2.666206e-06,2.495329e-06,1.03315e-05,1.037425e-05
BCF,2014-12-06,2014-12-04,BitCoinFastTeam,1,14,1,1,14,14,0,0.0989011,0.001225113,0.001226352,9.781444e-05,1.447136e-05,9.782175e-05,1.447136e-05,0.0,4,2.24881e-06,2.063771e-06,7.427559e-06,7.338854e-06
NXT,2013-12-04,2013-09-29,BCNext,1,230,10,1,14,14,0,0.07692308,0.009338695,0.009413119,0.0007214183,6.002401e-05,0.0007218308,6.002401e-05,0.0,3,1.865632e-05,1.563867e-05,5.104209e-05,4.646355e-05
BQC,2013-05-08,2013-04-15,CaptChadd,1,248,21,284,68,51,17,0.1514423,0.01934001,0.01972895,0.001206363,0.0001827935,0.001207851,0.0001828019,3599.826,3,0.0001913316,0.0001641935,0.0004373673,0.0004128405
XAU,2015-04-21,2015-02-28,Aurum Project,1,35,1,1,7,7,0,0.0,0.001138433,0.001139499,9.171041e-05,1.389796e-05,9.171847e-05,1.389796e-05,0.0,5,1.152025e-06,1.043758e-06,4.236424e-06,4.136717e-06
NXE,2015-03-22,2015-03-06,NXE,1,80,1,1,8,8,0,0.0,0.001140848,0.001141995,9.133186e-05,1.38629e-05,9.134144e-05,1.38629e-05,0.0,5,1.188838e-06,1.083831e-06,4.586748e-06,4.495772e-06
P7C,2015-04-17,2015-06-07,grue,1,796,373,1551,366,87,279,0.06555246,0.001093127,0.001094485,8.567466e-05,1.779061e-05,8.567938e-05,1.779068e-05,818176.6,3,0.0001904513,0.0001775539,0.0001685271,0.0001535453
HAL,2014-08-19,2014-08-17,halcyondev,1,19,1,1,26,26,0,0.04,0.001392237,0.00139366,0.0001110793,1.587957e-05,0.0001110878,1.587957e-05,0.0,4,2.661614e-06,2.400219e-06,9.32098e-06,9.05541e-06
OK,2014-12-14,2014-01-12,jackofall1232,1,203,21,175,110,106,4,0.04926945,0.003803789,0.003820002,0.0003631184,4.898891e-05,0.0003632058,4.89896e-05,266.154,3,5.767453e-05,5.093141e-05,0.0001421607,0.0001323027
CRAIG,2014-09-30,2013-07-22,truelitecoin,1,19,2,18,12,2,10,0.3636364,0.01111854,0.01121981,0.0008414503,0.0001012284,0.0008421238,0.0001012309,69.31667,4,5.953925e-06,4.906397e-06,1.884931e-05,1.72464e-05
HNC,2015-07-21,2015-02-09,helleniccoin,1,47,1,1,4,4,0,0.0,0.001155435,0.00115654,9.327831e-05,1.400639e-05,9.328501e-05,1.400639e-05,0.0,4,1.213638e-06,1.091659e-06,4.335226e-06,4.216193e-06
OC,2014-05-13,2014-04-24,Orangecoin,1,59,1,1,14,14,0,0.03296703,0.001671754,0.00167411,0.0001594058,1.981768e-05,0.0001594268,1.981768e-05,0.0,4,6.136377e-06,5.590384e-06,2.027234e-05,1.974007e-05
VOOT,2014-06-12,2014-05-30,vootcoin_dev,1,3,2,1,2,2,0,0.0,0.001573782,0.001576521,1.787566e-05,1.787502e-05,1.787566e-05,1.787502e-05,0.0,inf,1.250964e-06,1.144789e-06,4.89596e-06,4.816351e-06
BVC,2014-10-04,2014-08-30,Sumpfbiene,1,114,4,207,20,16,4,0.05789474,0.001371373,0.001373418,0.0001079863,2.050161e-05,0.000107993,2.050169e-05,3700.347,4,6.435684e-06,5.556346e-06,2.167073e-05,2.020313e-05
MAID,2014-04-28,2014-04-20,Chang Hum,1,242,1,596,34,1,33,0.09803922,0.001658279,0.001660282,0.0001643706,2.665139e-05,0.0001643935,2.66515e-05,43844.0,5,1.189887e-06,1.081101e-06,4.619531e-06,4.524577e-06
NTRN,2015-04-21,2014-01-06,Neutronic,1,12,2,1,24,24,0,0.04347826,0.003887673,0.003899965,0.0003897845,3.681207e-05,0.0003898886,3.681207e-05,0.0,4,1.359382e-05,1.112459e-05,4.365858e-05,3.905623e-05
JUDGE,2014-07-08,2014-05-19,judgecrypto,1,220,8,11,6,0,6,0.1333333,0.001609015,0.001611387,1.831301e-05,2.409775e-05,1.831301e-05,2.409787e-05,0.0,inf,1.069778e-06,9.793835e-07,4.189476e-06,4.124102e-06
FST,2013-07-04,2013-05-30,fast-coin,1,49,3,1,96,96,0,0.07982456,0.01284181,0.01300089,0.0009108246,7.916403e-05,0.0009114308,7.916403e-05,0.0,3,0.0002680277,0.0002278941,0.000770109,0.000708407
BTCRY,2015-03-22,2015-02-25,bitcrystal,1,141,7,117,38,37,1,0.06116643,0.001143948,0.00114539,9.209474e-05,1.392021e-05,9.210225e-05,1.392021e-05,7.0,4,3.791967e-06,3.571034e-06,1.253873e-05,1.281824e-05
ICASH,2015-03-27,2015-03-20,cryptodev35,1,70,1,1,21,21,0,0.07142857,0.0011295,0.001130486,9.077308e-05,1.378341e-05,9.077854e-05,1.378341e-05,0.0,4,5.654406e-06,4.925383e-06,1.79569e-05,1.690835e-05
FLY,2015-09-14,2014-01-08,ChrisJ,1,88,29,213,165,151,14,0.02971698,0.003790852,0.003806748,0.0003789485,5.086045e-05,0.0003790756,5.086105e-05,125051.9,3,0.0001117477,0.0001552,0.0002886587,0.0004398884
